('(0.0,0.1,0.0,0.0,1)', 9.359442949295044)
('(0.0,0.1,0.0,0.0,1)', 9.457181930541992)
('(0.0,0.1,0.0,0.0,1)', 9.562220096588135)
('(0.0,0.1,0.0,0.0,1)', 9.65844202041626)
('(0.0,0.1,0.0,0.0,1)', 9.754748106002808)
('(0.0,0.1,0.0,0.0,1)', 9.861443996429443)
('(0.0,0.1,0.0,0.0,1)', 9.960978031158447)
('(0.0,0.1,0.0,0.0,1)', 10.059807062149048)
('(0.0,0.1,0.0,0.0,1)', 10.16136908531189)
('(0.0,0.1,0.0,0.0,1)', 10.257692098617554)
('(0.0,0.1,0.0,0.0,1)', 10.353738069534302)
('(0.0,0.1,0.0,0.0,1)', 10.45086407661438)
('(0.6475, 0.0609, -1.3477, 0, 0)', 10.566400051116943)
('(0.6169, 0.0805, -1.3704, 0, 0)', 10.631899118423462)
('(0.6136, 0.0557, -1.4497, 233.43086483839923, 0)', 10.747463941574097)
('(0.5841, 0.0383, -1.4433, 198.38437886296151, 0)', 10.87446403503418)
('(0.5672, 0.0312, -1.4497, 213.55153834834869, 0)', 11.00303602218628)
('(0.5697, 0.0213, -1.4497, 218.21176328829969, 0)', 11.130393028259277)
('(0.5747, 0.0165, -1.4562, 210.76144928683277, 0)', 11.250172138214111)
('(0.5748, 0.0166, -1.4627, 260.51379460056364, 0)', 11.378332138061523)
('(0.5774, 0.0216, -1.4693, 205.61219467377714, 0)', 11.49726390838623)
('(0.5776, 0.0319, -1.4827, 152.50716304846043, 0)', 11.616708040237427)
('(0.5804, 0.0423, -1.4963, 166.53710473687929, 0)', 11.74015498161316)
('(0.5831, 0.0501, -1.5032, 171.90990865855315, 0)', 11.879866123199463)
('(0.5858, 0.0554, -1.5102, 168.41826795422907, 0)', 11.999922037124634)
('(0.586, 0.0557, -1.5172, 168.39403748066553, 0)', 12.125350952148438)
('(0.5862, 0.0585, -1.5243, 166.31598024775263, 0)', 12.24608302116394)
('(0.586, 0.0608, -1.5172, 168.29709851977861, 0)', 12.360978126525879)
('(0.5887, 0.0637, -1.5243, 168.29709851977861, 0)', 12.496098041534424)
('(0.5838, 0.077, -1.5315, 168.37783203643036, 0)', 12.614366054534912)
('(0.5786, 0.0873, -1.5315, 188.74616226255515, 0)', 12.72839093208313)
('(0.5788, 0.0929, -1.5387, 226.5481576989778, 0)', 12.854074001312256)
('(0.576, 0.0951, -1.5315, 198.51485920278648, 0)', 12.977508068084717)
('(0.5788, 0.0955, -1.5387, 240.44983598065633, 0)', 13.104285955429077)
('(0.576, 0.0977, -1.5315, 214.77783136636438, 0)', 13.228838920593262)
('(0.576, 0.1029, -1.5315, 270.0, 0)', 13.348145961761475)
('(0.5709, 0.1055, -1.5315, 338.74949449286629, 0)', 13.478249073028564)
('(0.5709, 0.1081, -1.5315, 270.0, 0)', 13.60000491142273)
('(0.5683, 0.1132, -1.5315, 312.34580448659284, 0)', 13.730075120925903)
('(0.5683, 0.121, -1.5315, 270.0, 0)', 13.858763933181763)
('(0.5684, 0.1242, -1.5387, 270.0, 0)', 13.97593092918396)
('(0.5684, 0.132, -1.5387, 199.14813745793953, 0)', 14.094715118408203)
('(0.5737, 0.1352, -1.5461, 199.14813745793953, 0)', 14.237340927124023)
