0.0,0.1,0.0,1.0,6.52642083168
0.0,0.1,0.0,1.0,6.62466287613
0.0,0.1,0.0,1.0,6.71363902092
0.0,0.1,0.0,1.0,6.80758595467
0.0,0.1,0.0,1.0,6.91449999809
0.0,0.1,0.0,1.0,7.01960992813
0.0,0.1,0.0,1.0,7.125841856
0.0,0.1,0.0,1.0,7.22553300858
0.0,0.1,0.0,1.0,7.32045197487
0.0,0.1,0.0,1.0,7.4282310009
0.0,0.1,0.0,1.0,7.53220796585
0.0,0.1,0.0,1.0,7.64280891418
0.0,0.1,0.0,1.0,7.73277997971
0.0,0.1,0.0,1.0,7.82780098915
0.0,0.1,0.0,1.0,7.93569302559
0.5091,0.3197,-1.0941,0.0,8.05738091469
0.5024,0.3266,-1.1243,0.0,8.12258601189
0.5131,0.3378,-1.2122,0.0,8.24475502968
0.4941,0.3312,-1.2259,0.0,8.37755990028
0.4872,0.3203,-1.2399,0.0,8.4930369854
0.4865,0.3156,-1.2542,0.0,8.61779999733
0.4903,0.3159,-1.264,0.0,8.7329428196
0.4903,0.318,-1.264,0.0,8.85421085358
0.4903,0.3201,-1.264,0.0,8.97103095055
0.4924,0.3223,-1.264,0.0,9.09918999672
0.4967,0.3244,-1.264,0.0,9.22813487053
0.4967,0.3223,-1.264,0.0,9.34985494614
0.4986,0.3257,-1.2689,0.0,9.47225999832
0.4986,0.3257,-1.2689,0.0,9.58537983894
0.5029,0.3235,-1.2689,0.0,9.71207404137
0.5004,0.3261,-1.2789,0.0,9.83142995834
0.5047,0.3261,-1.2789,0.0,9.95064091682
0.5025,0.3239,-1.2789,0.0,10.0735399723
0.4982,0.3261,-1.2789,0.0,10.2060468197
0.4963,0.3248,-1.2739,0.0,10.3320000172
0.4982,0.3239,-1.2789,0.0,10.4552509785
0.5025,0.3282,-1.2789,0.0,10.5768749714
0.5027,0.3334,-1.2739,0.0,10.6903529167
0.509,0.3369,-1.2789,0.0,10.8161048889
0.509,0.3391,-1.2789,0.0,10.9344978333
0.507,0.3377,-1.2739,0.0,11.0609788895
0.505,0.3364,-1.2689,0.0,11.1858849525
0.5072,0.3364,-1.2689,0.0,11.3225908279
0.5052,0.3394,-1.264,0.0,11.4398868084
0.5073,0.3415,-1.264,0.0,11.5599570274
0.5052,0.3394,-1.264,0.0,11.686937809
0.5031,0.3373,-1.264,0.0,11.8083019257
0.505,0.3386,-1.2689,0.0,11.9200019836
0.5029,0.3364,-1.2689,0.0,12.0390489101
0.5029,0.3343,-1.2689,0.0,12.1611390114
0.505,0.3343,-1.2689,0.0,12.2898528576
0.4967,0.333,-1.264,0.0,12.4051349163
0.4858,0.3257,-1.2689,0.0,12.5314588547
0.5143,0.2461,-1.3257,0.0,12.6534290314
0.4452,0.2441,-1.2689,0.0,12.7691738605
0.5689,0.0484,-1.2591,0.0,12.8824529648
0.3295,0.2997,-1.2591,0.0,13.0004708767
0.3084,0.2918,-1.2259,0.0,13.1184689999
0.2919,0.2939,-1.2259,0.0,13.2416050434
0.2683,0.2803,-1.2033,0.0,13.3535559177
0.2382,0.2682,-1.1944,0.0,13.4780340195
0.2065,0.2682,-1.1857,0.0,13.5927889347
0.1726,0.2662,-1.1857,0.0,13.7159810066
0.1487,0.2682,-1.1857,0.0,13.8502938747
0.1167,0.2662,-1.1857,0.0,13.9814229012
0.0814,0.2621,-1.1944,0.0,14.09947896
0.0597,0.26,-1.2033,0.0,14.2226200104
0.0496,0.2689,-1.2542,0.0,14.342676878
0.0313,0.2687,-1.2839,0.0,14.4602239132
0.021,0.273,-1.315,0.0,14.5839860439
0.0169,0.2786,-1.3421,0.0,14.6960158348
