((0.0, 0.1, 0.0, 0.0, 1), 0.7299709320068359)
((0.0, 0.1, 0.0, 0.0, 1), 0.7776370048522949)
((0.0, 0.1, 0.0, 0.0, 1), 0.8222808837890625)
((0.0, 0.1, 0.0, 0.0, 1), 0.8652780055999756)
((0.0, 0.1, 0.0, 0.0, 1), 0.9029178619384766)
((0.0, 0.1, 0.0, 0.0, 1), 0.9392828941345215)
((0.0, 0.1, 0.0, 0.0, 1), 0.9778578281402588)
((0.0, 0.1, 0.0, 0.0, 1), 1.0211498737335205)
((0.0, 0.1, 0.0, 0.0, 1), 1.0582339763641357)
((0.0, 0.1, 0.0, 0.0, 1), 1.0936219692230225)
((0.0, 0.1, 0.0, 0.0, 1), 1.1341350078582764)
((0.0, 0.1, 0.0, 0.0, 1), 1.172518014907837)
((0.0, 0.1, 0.0, 0.0, 1), 1.2095179557800293)
((0.0, 0.1, 0.0, 0.0, 1), 1.2480669021606445)
((0.0, 0.1, 0.0, 0.0, 1), 1.291416883468628)
((0.0, 0.1, 0.0, 0.0, 1), 1.328307867050171)
((0.0, 0.1, 0.0, 0.0, 1), 1.363502025604248)
((0.0, 0.1, 0.0, 0.0, 1), 1.4022259712219238)
((0.0, 0.1, 0.0, 0.0, 1), 1.448084831237793)
((0.0, 0.1, 0.0, 0.0, 1), 1.496161937713623)
((0.0, 0.1, 0.0, 0.0, 1), 1.5336589813232422)
((0.0, 0.1, 0.0, 0.0, 1), 1.5688798427581787)
((0.0, 0.1, 0.0, 0.0, 1), 1.6063768863677979)
((0.0, 0.1, 0.0, 0.0, 1), 1.6462700366973877)
((0.0, 0.1, 0.0, 0.0, 1), 1.6990280151367188)
((0.0, 0.1, 0.0, 0.0, 1), 1.7506868839263916)
((0.0, 0.1, 0.0, 0.0, 1), 1.794260025024414)
((0.0, 0.1, 0.0, 0.0, 1), 1.8449959754943848)
((0.0, 0.1, 0.0, 0.0, 1), 1.880915880203247)
((0.6965, 0.2421, -1.4497, 0, 0), 1.9368560314178467)
((0.7106, 0.2538, -1.4895, 0, 0), 1.9975428581237793)
((0.7255, 0.2726, -1.5534, 160.49222190128648, 0), 2.058581829071045)
((0.6939, 0.2675, -1.5243, 164.37619968830376, 0), 2.1199679374694824)
((0.7371, 0.2752, -1.6313, 181.99609588600953, 0), 2.1807339191436768)
((0.7494, 0.2723, -1.6646, 167.39771907690857, 0), 2.2388498783111572)
((0.7494, 0.2695, -1.6646, 166.17096228343192, 0), 2.2985880374908447)
((0.7622, 0.2723, -1.6994, 166.17096228343192, 0), 2.360294818878174)
((0.7673, 0.2693, -1.7173, 165.25869610452767, 0), 2.4278910160064697)
((0.7673, 0.2693, -1.7173, 165.18058224820996, 0), 2.4984450340270996)
((0.7738, 0.2737, -1.7449, 165.18058224820996, 0), 2.5546059608459473)
((0.7779, 0.2751, -1.7543, 166.10108022444754, 0), 2.6145408153533936)
((0.775, 0.2751, -1.7543, 165.38144798172283, 0), 2.6721978187561035)
((0.772, 0.2722, -1.7543, 160.57690656089633, 0), 2.73032283782959)
((0.775, 0.2692, -1.7543, 164.15924818681961, 0), 2.7883448600769043)
((0.7691, 0.2692, -1.7543, 164.07147813172514, 0), 2.8483989238739014)
((0.7661, 0.2662, -1.7543, 167.61329798384571, 0), 2.904049873352051)
((0.7703, 0.2677, -1.7638, 175.93663400706694, 0), 2.964869976043701)
((0.7715, 0.2691, -1.7734, 176.30861401354872, 0), 3.0267348289489746)
((0.7685, 0.2661, -1.7734, 175.71846376492942, 0), 3.0876870155334473)
((0.7655, 0.2631, -1.7734, 190.53466477765474, 0), 3.149732828140259)
((0.7607, 0.2646, -1.7831, 212.99222408726513, 0), 3.2121739387512207)
((0.7547, 0.2706, -1.7831, 206.40567528907278, 0), 3.280362844467163)
((0.7337, 0.2616, -1.7831, 210.99300399227593, 0), 3.34230899810791)
((0.7357, 0.2541, -1.7734, 235.11052664518974, 0), 3.4074599742889404)
((0.7391, 0.22, -1.6732, 240.23664811068869, 0), 3.470237970352173)
((0.6355, 0.4124, -1.8648, 341.58624828284894, 0), 3.5306270122528076)
((0.6386, 0.4124, -1.8648, 233.15731478597976, 0), 3.5881989002227783)
((0.6418, 0.4155, -1.8648, 235.48232959247304, 0), 3.6442689895629883)
((0.6449, 0.4155, -1.8648, 234.19373022439677, 0), 3.7016489505767822)
((0.6469, 0.4233, -1.8437, 232.8423385007755, 0), 3.7692689895629883)
((0.6763, 0.4565, -1.8648, 241.964110418107, 0), 3.8256349563598633)
((0.6818, 0.4665, -1.8542, 223.81917987318951, 0), 3.8836069107055664)
((0.6881, 0.4728, -1.8542, 216.12786700708244, 0), 3.9520299434661865)
((0.6896, 0.4674, -1.8333, 210.50271778157531, 0), 4.010530948638916)
((0.7037, 0.4728, -1.8542, 197.18065500203318, 0), 4.070166826248169)
((0.7099, 0.4759, -1.8542, 81.165476834463973, 0), 4.1307549476623535)
((0.713, 0.4728, -1.8542, 81.543909873269328, 0), 4.193434000015259)
((0.7142, 0.4643, -1.8333, 81.532205409635509, 0), 4.253697872161865)
((0.7235, 0.4612, -1.8333, 65.556045219583396, 0), 4.3126280307769775)
((0.7194, 0.4648, -1.823, 82.268215345493459, 0), 4.3743908405303955)
((0.7041, 0.4648, -1.823, 45.877251978073268, 0), 4.445380926132202)
((0.6971, 0.4684, -1.8129, 35.555045411785798, 0), 4.5050458908081055)
((0.6803, 0.4737, -1.8333, 12.293568468413719, 0), 4.57322883605957)
((0.6544, 0.4714, -1.8129, 270.0, 0), 4.634317874908447)
((0.6182, 0.4679, -1.823, 309.95385766814172, 0), 4.708861827850342)
((0.597, 0.4768, -1.8333, 288.79035393177293, 0), 4.777889013290405)
((0.5568, 0.4741, -1.823, 280.21354199530441, 0), 4.848165988922119)
((0.5135, 0.4732, -1.8437, 273.74400454468071, 0), 4.907583951950073)
((0.5008, 0.479, -1.8542, 267.16481108359915, 0), 4.9818689823150635)
((0.4714, 0.4938, -1.8864, 261.87723667225612, 0), 5.042981863021851)
((0.4429, 0.4906, -1.8864, 254.75946620722723, 0), 5.110184907913208)
((0.4241, 0.5153, -1.9312, 253.87317600164741, 0), 5.1695029735565186)
((0.3981, 0.5153, -1.9312, 249.08697634968425, 0), 5.230258941650391)
((0.3822, 0.5612, -1.9661, 245.22344181532569, 0), 5.290581941604614)
((0.0, 0.1, 0.0, 0.0, 1), 5.33059287071228)
((0.0, 0.1, 0.0, 0.0, 1), 5.368852853775024)
((0.0, 0.1, 0.0, 0.0, 1), 5.407078981399536)
((0.0, 0.1, 0.0, 0.0, 1), 5.4437079429626465)
((0.0, 0.1, 0.0, 0.0, 1), 5.502629995346069)
((0.0, 0.1, 0.0, 0.0, 1), 5.535902976989746)
((0.0, 0.1, 0.0, 0.0, 1), 5.571749925613403)
((0.0, 0.1, 0.0, 0.0, 1), 5.612355947494507)
((0.0, 0.1, 0.0, 0.0, 1), 5.64910888671875)
((0.2187, 0.5926, -2.221, 238.76922349942532, 0), 5.70931601524353)
((0.208, 0.582, -2.2673, 224.29692781357491, 0), 5.7632269859313965)
((0.1929, 0.5787, -2.3157, 218.13386846039387, 0), 5.816375017166138)
((0.1692, 0.5593, -2.3662, 214.18580903155569, 0), 5.873292922973633)
((0.1533, 0.5433, -2.3662, 212.9293643352637, 0), 5.929844856262207)
((0.1364, 0.5145, -2.4189, 213.54376430212866, 0), 5.988276958465576)
((0.1087, 0.4812, -2.437, 209.92416497191502, 0), 6.0546510219573975)
((0.0902, 0.4585, -2.493, 211.94628810488305, 0), 6.116106986999512)
((0.0729, 0.4383, -2.4741, 208.72537655021094, 0), 6.177500009536743)
((0.0571, 0.4068, -2.5123, 211.33549070850583, 0), 6.234607934951782)
((0.0359, 0.3728, -2.5123, 209.01952198637312, 0), 6.2927069664001465)
((0.0234, 0.35, -2.5318, 215.08608383393943, 0), 6.355445861816406)
((0.0107, 0.3414, -2.5318, 218.10918621007011, 0), 6.420392990112305)
((0.0021, 0.3052, -2.5516, 223.74503246637582, 0), 6.501643896102905)
((-0.0107, 0.2943, -2.5318, 219.19841311235297, 0), 6.562984943389893)
((-0.0234, 0.2814, -2.5318, 232.49357743758145, 0), 6.6208508014678955)
((-0.032, 0.2686, -2.5318, 234.33533527325562, 0), 6.678697824478149)
((-0.0405, 0.2643, -2.5318, 252.38471780385728, 0), 6.734367847442627)
((-0.0405, 0.2472, -2.5318, 243.03217317649359, 0), 6.7948198318481445)
((-0.0405, 0.2386, -2.5318, 258.70135733460484, 0), 6.862030029296875)
((-0.0405, 0.2172, -2.5318, 255.68177404339733, 0), 6.9231038093566895)
((-0.0362, 0.2, -2.5318, 270.0, 0), 6.99544095993042)
((-0.0408, 0.1887, -2.5516, 270.0, 0), 7.056579828262329)
((-0.0447, 0.1786, -2.5318, 270.0, 0), 7.117268800735474)
