('(0.0,0.1,0.0,0.0,1)', 8.618160009384155)
('(0.0,0.1,0.0,0.0,1)', 8.72598910331726)
('(0.0,0.1,0.0,0.0,1)', 8.823719024658203)
('(0.0,0.1,0.0,0.0,1)', 8.929939031600952)
('(0.0,0.1,0.0,0.0,1)', 9.034415006637573)
('(0.0,0.1,0.0,0.0,1)', 9.135509967803955)
('(0.0,0.1,0.0,0.0,1)', 9.233454942703247)
('(0.0,0.1,0.0,0.0,1)', 9.333225011825562)
('(0.0,0.1,0.0,0.0,1)', 9.444283962249756)
('(0.0,0.1,0.0,0.0,1)', 9.538432121276855)
('(0.6312, 0.0876, -1.3045, 0, 0)', 9.663876056671143)
('(0.6255, 0.1143, -1.3589, 0, 0)', 9.729480981826782)
('(0.5794, 0.1244, -1.4497, 185.98159171101571, 0)', 9.838600158691406)
('(0.5657, 0.1359, -1.5243, 199.63382378676053, 0)', 9.962463140487671)
('(0.5632, 0.1366, -1.5315, 196.59396081527902, 0)', 10.077002048492432)
('(0.5685, 0.1405, -1.5461, 196.67608506811132, 0)', 10.207633018493652)
('(0.5686, 0.1438, -1.5534, 196.93482026720815, 0)', 10.338218927383423)
('(0.5714, 0.1478, -1.5684, 185.94572433508677, 0)', 10.466422080993652)
('(0.5716, 0.1485, -1.576, 172.63525375501732, 0)', 10.584654092788696)
('(0.5769, 0.1432, -1.576, 169.31039603157274, 0)', 10.705138921737671)
('(0.5848, 0.1352, -1.576, 164.30801146715842, 0)', 10.822581052780151)
('(0.5846, 0.1266, -1.5684, 144.36650995701234, 0)', 10.946722984313965)
('(0.5926, 0.116, -1.5684, 90.0, 0)', 11.076297044754028)
('(0.5926, 0.1133, -1.5684, 70.10456866523424, 0)', 11.197092056274414)
('(0.5926, 0.1107, -1.5684, 64.16946985717675, 0)', 11.323199987411499)
('(0.5954, 0.1085, -1.576, 45.744059202888621, 0)', 11.438254117965698)
('(0.5954, 0.1085, -1.576, 125.13419305691573, 0)', 11.557204961776733)
('(0.5954, 0.1139, -1.576, 159.77514056883189, 0)', 11.674665927886963)
('(0.5954, 0.1165, -1.576, 159.77514056883189, 0)', 11.804356098175049)
('(0.5954, 0.1139, -1.576, 159.77514056883189, 0)', 11.927767038345337)
('(0.5928, 0.1139, -1.576, 0, 0)', 12.0504310131073)
('(0.5954, 0.1085, -1.576, 270.0, 0)', 12.166751146316528)
('(0.6007, 0.1059, -1.576, 0, 0)', 12.290279150009155)
('(0.6007, 0.1059, -1.576, 90.0, 0)', 12.419631004333496)
('(0.5954, 0.1005, -1.576, 90.0, 0)', 12.540934085845947)
('(0.5848, 0.1005, -1.576, 90.0, 0)', 12.674328088760376)
('(0.5663, 0.1037, -1.5837, 270.0, 0)', 12.800025939941406)
('(0.569, 0.101, -1.5837, 257.38304500729549, 0)', 12.922899961471558)
('(0.5104, 0.1251, -1.5837, 256.34714264321315, 0)', 13.052412033081055)
('(0.4896, 0.1319, -1.5684, 264.82380460586836, 0)', 13.189414024353027)
('(0.4659, 0.1425, -1.5684, 274.5643528265374, 0)', 13.309762954711914)
('(0.45, 0.1478, -1.5684, 278.66466659878756, 0)', 13.426814079284668)
('(0.4184, 0.1664, -1.5684, 277.3264066601696, 0)', 13.559296131134033)
('(0.4236, 0.1664, -1.5684, 279.44212274490587, 0)', 13.68757700920105)
('(0.4013, 0.1701, -1.5534, 270.0, 0)', 13.81273102760315)
('(0.4091, 0.1727, -1.5534, 283.07232349768077, 0)', 13.936218023300171)
('(0.415, 0.1666, -1.5461, 290.14041950435563, 0)', 14.051294088363647)
('(0.4332, 0.1588, -1.5461, 351.33108174796121, 0)', 14.176377058029175)
('(0.4332, 0.1588, -1.5461, 23.291552756865197, 0)', 14.293192148208618)
('(0.4514, 0.1483, -1.5461, 77.110368485940285, 0)', 14.416824102401733)
('(0.5165, 0.1169, -1.5461, 80.208521438896781, 0)', 14.533306121826172)
('(0.5087, 0.1248, -1.5461, 90.0, 0)', 14.652107000350952)
('(0.532, 0.1149, -1.5534, 90.0, 0)', 14.774852991104126)
('(0.5608, 0.0991, -1.5534, 94.225714055853615, 0)', 14.906132936477661)
('(0.5267, 0.118, -1.5609, 93.817550887159499, 0)', 15.025898933410645)
('(0.5004, 0.1365, -1.5609, 145.42580852588469, 0)', 15.158972024917603)
('(0.5185, 0.1325, -1.576, 209.28417954854351, 0)', 15.298443078994751)
('(0.5397, 0.1224, -1.5837, 210.85177795247162, 0)', 15.416932106018066)
